15419;[JUKUMARI] Reunion general Jukumari Team;Reunion de revision de avisos, noticias de proyectos, revision de mejoras y correcciones en general para todos los proyectos;5c79907a77edd55f716a94fc;3h;;
15201;[SONY] Reunion semanal con el cliente;Reunion semanal con el cliente;5c79907a77edd55f716a94fc;1h;;
15201;[SONY] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;5c79907a77edd55f716a94fc;2h;;
15201;[SONY] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;5c79907a77edd55f716a94fc;2h;;
15734;[MADISON] Reunion semanal con el cliente;Reunion semanal con el cliente;5c79907a77edd55f716a94fc;1h;;
15734;[MADISON] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;5c79907a77edd55f716a94fc;2h;;
15734;[MADISON] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;5c79907a77edd55f716a94fc;2h;;
15419;[JUKUMARI] Reunion general Jukumari Team;Reunion de revision de avisos, noticias de proyectos, revision de mejoras y correcciones en general para todos los proyectos;5d35deb94fa5500c42b699ff;3h;;
15201;[SONY] Reunion semanal con el cliente;Reunion semanal con el cliente;5d35deb94fa5500c42b699ff;1h;;
15201;[SONY] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;5d35deb94fa5500c42b699ff;2h;;
15201;[SONY] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;5d35deb94fa5500c42b699ff;2h;;
15733;[GEORGE BROW] Reunion semanal con el cliente;Reunion semanal con el cliente;5d35deb94fa5500c42b699ff;1h;;
15733;[GEORGE BROW] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;5d35deb94fa5500c42b699ff;2h;;
15733;[GEORGE BROW] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;5d35deb94fa5500c42b699ff;2h;;
15773;[DSIERRA] Reunion semanal con el cliente;Reunion semanal con el cliente;5d35deb94fa5500c42b699ff;1h;;
15773;[DSIERRA] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;5d35deb94fa5500c42b699ff;1h;;
15419;[JUKUMARI] Reunion general Jukumari Team;Reunion de revision de avisos, noticias de proyectos, revision de mejoras y correcciones en general para todos los proyectos;60e84a2e4134aa00695b9e9c;3h;;
15604;[RIVER CITY] Reunion semanal con el cliente;Reunion semanal con el cliente;60e84a2e4134aa00695b9e9c;2h;;
15604;[RIVER CITY] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;60e84a2e4134aa00695b9e9c;1h;;
15604;[RIVER CITY] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;60e84a2e4134aa00695b9e9c;1h;;
15691;[WINGATE] Reunion semanal con el cliente;Reunion semanal con el cliente;60e84a2e4134aa00695b9e9c;1h;;
15691;[WINGATE] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;60e84a2e4134aa00695b9e9c;1h;;
15691;[WINGATE] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;60e84a2e4134aa00695b9e9c;1h;;
15735;[BIRMINGHAM] Reunion semanal con el cliente;Reunion semanal con el cliente;60e84a2e4134aa00695b9e9c;1h;;
15419;[JUKUMARI] Reunion general Jukumari Team;Reunion de revision de avisos, noticias de proyectos, revision de mejoras y correcciones en general para todos los proyectos;5d1a2f38f4228c0d18a0b34e;3h;;
15201;[SONY] Reunion semanal con el cliente;Reunion semanal con el cliente;5d1a2f38f4228c0d18a0b34e;1h;;
15201;[SONY] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;5d1a2f38f4228c0d18a0b34e;2h;;
15201;[SONY] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;5d1a2f38f4228c0d18a0b34e;2h;;
15734;[MADISON] Reunion semanal con el cliente;Reunion semanal con el cliente;5d1a2f38f4228c0d18a0b34e;1h;;
15734;[MADISON] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;5d1a2f38f4228c0d18a0b34e;2h;;
15734;[MADISON] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;5d1a2f38f4228c0d18a0b34e;2h;;
15419;[JUKUMARI] Reunion general Jukumari Team;Reunion de revision de avisos, noticias de proyectos, revision de mejoras y correcciones en general para todos los proyectos;61d2ecaa9ee70a006850b664;3h;;
15201;[SONY] Reunion semanal con el cliente;Reunion semanal con el cliente;61d2ecaa9ee70a006850b664;1h;;
15201;[SONY] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;61d2ecaa9ee70a006850b664;2h;;
15201;[SONY] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;61d2ecaa9ee70a006850b664;2h;;
15604;[RIVER CITY] Reunion semanal con el cliente;Reunion semanal con el cliente;61d2ecaa9ee70a006850b664;2h;;
15604;[RIVER CITY] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;61d2ecaa9ee70a006850b664;1h;;
15604;[RIVER CITY] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;61d2ecaa9ee70a006850b664;1h;;
15690;[FOUNDATION] Reunion semanal con el cliente;Reunion semanal con el cliente;61d2ecaa9ee70a006850b664;1h;;
15690;[FOUNDATION] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;61d2ecaa9ee70a006850b664;1h;;
15690;[FOUNDATION] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;61d2ecaa9ee70a006850b664;1h;;
15419;[JUKUMARI] Reunion general Jukumari Team;Reunion de revision de avisos, noticias de proyectos, revision de mejoras y correcciones en general para todos los proyectos;6356a446928dc277b904706c;3h;;
15733;[GEORGE BROW] Reunion semanal con el cliente;Reunion semanal con el cliente;6356a446928dc277b904706c;1h;;
15733;[GEORGE BROW] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;6356a446928dc277b904706c;2h;;
15733;[GEORGE BROW] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;6356a446928dc277b904706c;2h;;
15604;[RIVER CITY] Reunion semanal con el cliente;Reunion semanal con el cliente;6356a446928dc277b904706c;2h;;
15604;[RIVER CITY] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;6356a446928dc277b904706c;1h;;
15604;[RIVER CITY] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;6356a446928dc277b904706c;1h;;
15690;[FOUNDATION] Reunion semanal con el cliente;Reunion semanal con el cliente;6356a446928dc277b904706c;1h;;
15690;[FOUNDATION] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;6356a446928dc277b904706c;1h;;
15690;[FOUNDATION] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;6356a446928dc277b904706c;1h;;
15691;[WINGATE] Reunion semanal con el cliente;Reunion semanal con el cliente;6356a446928dc277b904706c;1h;;
15691;[WINGATE] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;6356a446928dc277b904706c;1h;;
15691;[WINGATE] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;6356a446928dc277b904706c;1h;;
15419;[JUKUMARI] Reunion general Jukumari Team;Reunion de revision de avisos, noticias de proyectos, revision de mejoras y correcciones en general para todos los proyectos;5ada0fbfba41192e23d7c49a;3h;;
15201;[SONY] Reunion semanal con el cliente;Reunion semanal con el cliente;5ada0fbfba41192e23d7c49a;1h;;
15201;[SONY] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;5ada0fbfba41192e23d7c49a;2h;;
15201;[SONY] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;5ada0fbfba41192e23d7c49a;2h;;
15734;[MADISON] Reunion semanal con el cliente;Reunion semanal con el cliente;5ada0fbfba41192e23d7c49a;1h;;
15734;[MADISON] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;5ada0fbfba41192e23d7c49a;2h;;
15734;[MADISON] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;5ada0fbfba41192e23d7c49a;2h;;
15690;[FOUNDATION] Reunion semanal con el cliente;Reunion semanal con el cliente;5ada0fbfba41192e23d7c49a;1h;;
15690;[FOUNDATION] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;5ada0fbfba41192e23d7c49a;1h;;
15690;[FOUNDATION] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;5ada0fbfba41192e23d7c49a;1h;;
15419;[JUKUMARI] Reunion general Jukumari Team;Reunion de revision de avisos, noticias de proyectos, revision de mejoras y correcciones en general para todos los proyectos;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;3h;;
15201;[SONY] Reunion semanal con el cliente;Reunion semanal con el cliente;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;1h;;
15201;[SONY] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;2h;;
15201;[SONY] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;2h;;
15733;[GEORGE BROW] Reunion semanal con el cliente;Reunion semanal con el cliente;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;1h;;
15733;[GEORGE BROW] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;2h;;
15733;[GEORGE BROW] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;2h;;
15604;[RIVER CITY] Reunion semanal con el cliente;Reunion semanal con el cliente;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;2h;;
15604;[RIVER CITY] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;1h;;
15604;[RIVER CITY] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;1h;;
15773;[DSIERRA] Reunion semanal con el cliente;Reunion semanal con el cliente;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;1h;;
15773;[DSIERRA] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;1h;;
15691;[WINGATE] Reunion semanal con el cliente;Reunion semanal con el cliente;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;1h;;
15691;[WINGATE] Reuniones de revision de observaciones y cambios;Reuniones de revision de observaciones y cambios;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;1h;;
15691;[WINGATE] Reuniones de QA/Test de cambios realizados ;Reuniones de QA/Test de cambios realizados ;557058:ee888405-8b48-4b4a-89b6-6fd31f0bb9ae;1h;;
